Column1;Column2;Column3;Column4;Column5
1612804307-206;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php;Seat 25A is a disgrace. I'm not tall (1.78m / 5ft10) and found that I was hunched up the whole journey, perhaps it's the curvature at the rear of the fuselage that does it. Without any window, it's all a bit dark and you can't see what's going on outside. Anyone who has a problem with confined spaces will suffer genuine distress in this seat.
1612804349-1506;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Why oh why did BA choose this configuration?  I sat in Seat 58a (though this applies to most of the business class seats) every time I wanted to get out of my seat during the night, I had to climb over someone else's legs, presumably disturbing that person.
1612804340-968;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"Miserable business class (Club World). I chose this flight for convenience (I live in San Diego and needed to go to London for business). Upon entering the business class (Club World) cabin I was immediately reminded that all business class cabins are not created equal. BA should be embarassed by the business class (Club World) experience they provide. The 2-4-2 seating arrangement makes for an extremely crowded cabin. The flat beds should be a plus but, in most rows, four of the eight passengers (those in the window and center seats) must climb over sleeping fellow passengers to get access to an aisle. My aisle seat was left me feeling exposed and felt as if the seat had been tacked on to the center seats as an after-thought to increase revenue. The IFE screen was a small 10"" with a grainy picture quality and the headphones were extremely uncomfortable because they were too small to fit around the ear and so smashed the ear to the head. The food service appeared to have been designed for cost savings and the convenience of the crew and so came off feeling very much like coach. The main course filet of beef was miserably flavorless and over-cooked. And aside from the packaged sweets and chips, the food in the self-service area of the galley was uniformly stale to the point of being inedible. By contrast, my return flight on American Airlines was positively heavenly. Same model aircraft (777) but with a roomy 1-2-1 seating layout; all with direct aisle access. The IFE had a crystal clear 15"" screen and the excellent noise-canceling headphones were sized to surround the ear rather than smash it. The quality of the food service towered above BA. The main course beef filet was done to perfection and delicious."
1612804319-255;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;The WORST BUSINESS CLASS SEAT EVER!.   To call this business class is a joke.  No personal space for storage, cramped seat, awkward placement of controls, no amenities to speak of, weird configuration of seats - like packing sardines in a can.  Never again
1612804340-986;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"Entrance to the seating area is extremely narrow so certainly something to bear in mind if you are ""larger boned"".  Also, seats E and F (in any row) in business require you to climb over someone else's legs if passengers in seats G or D in any row are in ""flat bed"" mode so something to bear in mind too. 

Seat/flat bed was comfortable and both my husband and I slept (which is unusual for either of us on flights).

I would endorse other comments about the BA entertainment system; content is simply not good enough (whether that be music, films or tv).  Singapore/Emirates/Virgin do this better so BA need to up their game here!"
1612804346-1219;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;IFE box underneath seat in front limits legroom.
1612804349-1529;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"BA's business class on the A380 is awlful, due to: inverted design to cram more seats in; window seats are claustraphobic; you have to jump over the aisle seat when they are in a ""bed"" position; the seat motor is under your behind and it gets very warm; and the design creates very awkward service with the flight attendants reaching over the aisle passenger. I would have rather been in premium economy!"
1612804336-752;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;Be aware that row 12 being a bulkhead row has less space for stretching out your legs. The other premium economy rows may offer more leg space in total, because you can stretch out your legs under the seat in front of you.
1612804340-862;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Got a plane with the new seating configuration on LHR-IAH flight.  All aisle seats (including B and J) in World Traveler+ now have some under seat storage-about big enough for a slim laptop bag.  There are two USB power ports in the seatbacks ahead and two standard UK wall plugs in between seats which will charge items.  Armrests on the aisle side are now open so I could cross my legs and the remote for in flight entertainment has been moved more toward the end of the armrest where you don't hit it every time you move.
1612804307-235;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A319 (319) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A319_D.php;I had no problem at all with this seat. For only a 1 and a half hour flight to Madrid the limited recline wasn't a problem. It was even better for me as I only had hand luggage so could just wait, whilst gaming on my phone, for everyone else to leave. Ideal if you're not in a rush.
1612804349-1647;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Great seat - extremely quiet, comfortable, private with 3 windows and access to the aisle without climbing over anyone.  Didn't even realise I was near the lavatory - no noise or disturbance.  However despite 3 windows, all that can be seen is wing.
1612804336-750;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;I flew this flight from Lima, Peru to London Gatwick and the flight was pretty comfortable, catering service was great, however the noise from the galley was a bit uncomfortble when the meal services were in progress, also the IFE could be updates ATLEAST for Club World . All in all good flight.
1612804319-304;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Flew SJC-LHR quite cramped especially after seeing First and Business class!
1612804336-761;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;avoid, quite simply avoid. there are better airlines out there and there is really no reason to tolerate the narrow seats, poor upkeep of the planes and the absurd policy of paying for your the privilege of choosing your seats. emirates prices are competitive and both the planes and the onboard service is far superior. why suffer?
1612804346-1116;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;BA218 DEN-LHR 4E Comfortable seat but less private than 5E. Foot section felt narrower too.
1612804319-297;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;"I would not recommend seats 20D-F. The noise from the lavatories is noticeable especially when either toilet is flushed.  Seat pitch, food quality and service is average for this class.  Hot towel and pre-take-off drink selection includes OJ or water. 
Service is definitely better on Asian carriers."
1612804319-293;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Last row of the plane so the seats on either side are in pairs, paid extra to bag these. Great seats for couples. No galley noise, you could just about hear the toilet flush but not enough to bother and people queued for the toilet behind the bulkhead in the galley so that was great. Lots of extra room around the window seat for bags, pillow etc. Normal recline (which crew allowed us to keep reclined for takeoff and landing as no one behind you), Legroom was fine but we found the seats so narrow, hard to get comfortable and I am small! No one pulling on your seat or banging so for us best seats in economy.
1612804340-893;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Disappointing experience on Club World. Very dated B777 aircraft business class, with no in seat storage. Not competitive at all with most other carriers. Clumsily designed rear facing middle seats and middle seat pax hv to step over you if you are resting. Business cabin needs a total revamp. However, service was good and staff attentive. Otherwise a total disaster.
1612804340-850;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"Be aware that not all B777-200ER four class aircraft have 14 first class seats.  
Nine (I think) only have 12 seats with 3K and 4K being replaced by a crew rest area. I avoid booking these seats on flights showing 14 first class - just in case they change the aircraft!
Having said that, if you do travel on a 12F aircraft, 2K is an excellent seat for a lone traveller.  
Middle seats said to be good for couples, but gentlemen need to remember that they will need to change aisles to remove their partner's bag from the overhead locker.
Because of this we prefer two window seats, one behind the other and because of the risk of their being no 3/4K seats and, not being Gold Exec members, being blocked from pre-booking 1A/K, we always book 2A and 3A on any 777-200ER flight."
1612804336-792;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200B_2.php;"I had a very good experience on this aircraft, contrary to other users' comments. I sat in World Traveller in an aisle seat. The aircraft did not feel claustrophobic at all. The seats and floors were very clean. The overhead bins were more than adequate for my large carry on. 

I did choose this seat from the Seat Guru map knowing this seat would NOT have the 'box' under the foot rest area. I did note on my flight that the box isn't very big and wouldn't impede significantly from enjoying foot room if I had had that seat. 

The in flight entertainment is individual screens. They are the older type touch screens, but adequate for viewing movies and flight information, and the selection offered was varied. 

The aircraft looked well maintained, clean, and the aircraft noise was not disturbing. Overall a very good flight. (I did not comment on food or entertainment as that changes)."
1612804349-1409;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;The overhead locker space for the rear four sets of the outer seat (A,B, J and K)are rather limited because of the curvature of the tail section.
1612804322-458;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Terrible seat.  When the seat in front is reclined there is no way to get out of your seat. Very cramped and uncomfortable.
1612804319-300;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;In general the economy class of this LON-KUL is not as good quality as other LON-KUL carrier. Seats are smaller and less plush. Seat C, E, H in this class all have the metal media box in the foot well so beware you will uncomfortable and you will unnaturally lean you ankle awkwardly on this, and for prolonged period it will ache. I will get the return leg of this flight tonight on flight BA0034 seat 41E tonight and not expecting a comfortable ride.
1612804346-1212;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Probably one of the best seats in the old plane. Legroom to stretch out to the side of the seat ahead and good storage by the side. A big pillow and blanket work well to fill the gap to the left for sleeping, which is probably the best activity given the poor IFE available
1612804327-697;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;"The seat was very big, comfortable, lots of leg space and very good recline.
On the other hand, the plane was quite old so the monitor lagged a lot, the touchscreen was a bit dodgy and the seats had a bit of wear and tear since the plane was a bit old but overall i liked it."
1612804346-1221;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;The armrest between 14J/14K is NOT moveable...it's very rigidly fixed and I suspect similar seats on the port side for this configuration are the same.  For 14J, the control for the entertainment screen, the headphone jack outlet, and light switch are all located in the housing of the shared armrest.
1612804319-358;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;"Worst economy class seat EVER. There is an AV box that takes up around 40% of the leg room. I wish I could upload a picture. DO NOT BRING into the plain a backpack or anything that you might need to place under the seat in front of you, because there is no room.
I'm 5'8 (173cm), so I'm not tall and I normally do not complain about leg room or seat width. But this flight was an absolute nightmare. I have flown economy NY-Taipei, SF-Tokyo, SF-HKG, LAX-MAD...so I think I have had a variety of experiences on long haul flights, and this was THE WORST. After 5 hours I could not stop thinking about landing. My right leg felt asleep several times. Really, if you are taller than 5'9'' or overweight, you will suffer.
BA, I do not appreciate that you brought back the cattle class."
1612804349-1600;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;The worst seat on any airliner, ever.  No window, no seat storage, no overhead storage, freezing cold, a good inch narrower than regular seats elsewhere on the plane and the cabin wall looms in on the seat so you feel like you're trapped in a cave.  And BA have the nerve to treat this as a premium seat that you have to pay extra to book!   AVOID!
1612804319-256;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Foot space for this seat compromised but not badly by  the in flight entertainment system.
1612804322-481;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;Seats at the back of this plane are as good as any on this aircraft (I did not find the proximity of the toilets a problem). My wife and I flew to Delhi - I have had worse flights long haul but seldom worse seats. I actually don't blame BA for this (much) the aircraft seems to have been designed for the cheapest running cost to the airline. The body seemed very narrow for a modern plane, consequently the seats seem to have been designed for small people - they are not very comfortable. Fine for short haul - but nasty for 9 hours. I was in the centre seat (E) and do not agree about the metal boxes under the seats I did not find they impinged on what little leg room I did have. I would strongly suggest BA sell these aircraft to Easyjet for european destinations, and advise anyone to avoid this aircraft type if they can - or travel club class.
1612804346-1054;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"Read the reviews and was happy to get this seat. I like being in the upper deck because it's a smaller and more private cabin. Nearly everyone was a solo biz traveler and no children/babies at all. This seat faces backward, but is an ""exit row"" so you can squeeze out of the seat along the wall and never have to step over anyone. There was tons of storage along the window for my handbag and laptop, so I didn't use the overhead bins at all. I slept fairly well, but you do still feel the other passenger in the connected seat every time they jostle."
1612804277-55;https://www.seatguru.com/airlines/British_Airways/information.php;Embraer E-190 European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Embraer_190_B.php;"I regularly fly the 190, Palma, and occasionally when it is not a 170 to Edinburgh.1 D is the best seat on the aircraft. The legroom is more than I can stretch to (I am 6' 1"") and you can get up without disturbing the person in the isle seat. The proximity to the toilet is not a problem and anyway you are served first on a short flight!"
1612804296-171;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;BA seem to use this aircraft on the Istanbul route all the time, you are better traveling in economy. I will in future travel on Turkish Airlines. Even my flight from Istanbul to Bodrum on Atlasglobal is far superior to BAs business
1612804340-945;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Also the noise that the flight crew make when preparing meals can be bothersome from this seat
1612804327-704;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;"On the new BA 777-300 (G-STBG) the toilets are at the rear of every cabin. This means that row 10 is a lot quieter than on a BA 777-200.  The galley forward of your seat is quiet (and better laid out).  The small larder ahead of the port-side door is ideal for a quick snack in between the meals.  The ""misaligned window"" actually gives you a very private personal cabin (and you still have two windows to look out of, slightly to the rear).  And, in conjunction with seat 10J, the two of you have a lovely Transatlantic meal. 

Coming back from Chicago, the same comments apply to seats 10A&B on this new BA 777-300.  They've got rid of those silly lampshades which used to hang down in Club World on the 777-200.

All in all, a useful evolution of the BA 777 fleet.

Mike"
1612804327-689;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-300 (773);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777_300.php;This seat was excellent - lots of room, seat leaned completely back, and toilet not behind it so no problems with that. Personal tv in front, plenty of legroom. Would hands down pick this seat again
1612804349-1539;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;good seat but the food is terrible for first class BA needs to do better then what they served us
1612804346-1244;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;"Huge amount of leg room. 
Best Business Seat so far
However plane is old - no USB/ UK plug charging facility"
1612804349-1322;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;"PLEASE do not be tempted to choose this seat unless you do not want to see out of any window.  I made the mistake of paying an extra £100 for this ""window"" seat.  It is shameful of BA to ask anyone to pay extra for this.  People who book a window seat generally do so because they want to see out!"
1612804346-1059;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Curvature of fugilage made the seat very tight and uncomfortable
1612804346-1073;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;5inch TV and no charging point
1612804349-1577;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Lots of leg room, but with the divider for business class at an angle I was hit with the curtain several times whenever the  cabin staff blasted through with complete disregard for anyone seated there.
1612804292-96;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A321 (321) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_D.php;London - Bologna return in Club Europe. Seats very disappointing, no meaningful increase in legroom vs economy, its basically the same set of seats, they just don't put anyone in the middle! Don't waste your money!
1612804349-1312;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;One of the cubbies for seat 58A is unusable and poses a minor inconvenience (the other 2 cubbies are still useable). The unusable cubby has a piece of mechanical equipment in it.
1612804319-373;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;Unbelievable that a European airline sells this as business class, it's so poor compared to other business class products. Rear facing is super awkward, your chair is unreachable due to the positioning of the seat next to you and the chair is extremely narrow and uncomfortable for a business one. Would never spend a penny on this, but it is actually a waste of Avios as well.
1612804343-1039;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;I love the 747, sadly they are getting long in the tooth these days but BA has kept the cabin looking pretty fresh. I was offered an upgrade to WT+ for a song and it was well worth it. The WT+ cabin is very small and feels relatively exclusive. These front row seats are great - tons of legroom, above even the regular seats in the cabin which are already good. It allows you to get up easily without disturbing your neighbor even from the middle seat. The seats are wide enough that you don't feel cramped. The TV comes out of the arm and I am impressed but the responsiveness and crispness of the IFE. There is also plenty of selection including new releases and classics. A great way to spend an 8 hour day flight if you don't want to splash for Club World. Well worth the couple hundred bucks upgrade fee. This plane was old as I say - the latch broke on the bassinet in front of us, none of the seatbelt/no smoking signs worked and there were alarming crashes and bangs during taxi. These birds are getting old....
1612804349-1524;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;This middle seat is fine if you want to be close to the traveller next to you. There's barely a partition between the two seats. The seat was comfortable enough, but not 180. The foot section is separate from the seat and a bit awkward. You must step over the aisle seat if the person has the seat extended. We've traveled a lot in business class and this isn't one of the better pod arrangements nor did we find the buttons completely intuitive. We do love the flight, however, and would vote for window seats next time if flying alone.
1612804319-270;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;43BCHJ offer the only twin seats in WT, full recline, toilet noise not disruptive and plenty of additional space next to B & J seats.  Good seats for WT on this aircraft.
1612804346-1145;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Great seat!!
1612804343-1040;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;I sat in this seat for a full ORD-LHR flight and found it very good. The seat reclined the normal amount and there was no one behind me to worry about. Width was standard and there was a slight gap between the seat and the window. This gave space to set your small bag next to you, leaving the area below the seat in front clear for your feet. Being a lefty I enjoyed having the extra space to move my arm/eat freely without having to worry about getting bumped in an aisle seat. People do tend to gather in the area behind you and there's a bit of gallery noise but there's a partition so no one bumped my seat.
1612804296-139;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;No extra legroom in row 4 or any other Club Europe row.
1612804349-1636;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;I flew with A 380 from London to LA in economy class. Very disappointed as all the nice impressions from the plane were ruined by extremely uncomfortable seats. I am 170 cm tall and once the seat in front is reclined my legs don't fit at all. My husband is slightly taller and he could not fit even with the seat in front of him not reclined. After 11 h flight we still have sore legs and previously when traveling on B 747 we never had these problems. Also the armrest don't go up fully, so you cannot hide them between the seats and since i was traveling with young kid it was a big minus as he could not sleep on me . Very upset with this trip and would not use BA A380 in future
1612804322-514;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"Direct flight from ATX to LON BA190 & BA191.  Excited for the direct flight and to travel on a the newish Dreamliner.  I'm 6'2"" 240lb guy, so I would imagine most folks my frame would find seats daunting to fit in.  However, as a World Traveller Economy class, these seats are truly small.  Especially if you are flying 9-10 hrs.  I was seated in seats 35H and 38C.  Unfortunately, knees were permanently snug against the seat in front of me and middle armrest was already claimed by my neighbor.  Eating required using one hand and when my neighbor in front of me tilt her seat back, it smacked me in the head as I was leaning a little forward talking to my fellow passenger.  Remarkably, after I got used to my surroundings, i found some comfort.  The in-flight entertainment was great, food better than I would anticipate.  My experience with the attendants was excellent and the ride was very smooth.  I love how the wings bow during flight."
1612804340-955;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;"Very comfortableand fairly private seat only overlooked from across the isle. ""Mattress"" for sleeping is just a seat cover unlike Virgin but the""bed"" wasstill comfortable. Travelling with partner who had A2 which was equally as good and quieter than row 1.
Excellent service food and champagne on this flight."
1612804296-168;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A320 (320) European;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A320-200_D.php;Totally ashamed with these seats... Business and Economy are both Standard Seats.. This is A disgrace. Rather go Upperclass on Virgin
1612804322-526;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"This is the fourth time I've used this plane to Austin. I can totally agree with the majority of previous comments on the economy class seats. They are thin, narrow and uncomfortable. D/F seats have an IFE box in the footwell that leaves you very little space and the legroom is laughable. Once the person in front reclines, the IFE screen is only a few inches from your face so you are now forced to recline too. That said the 787 itself does seem quieter.

I'll be glad when BA switch to the larger 777-200 for the Austin flights in October."
1612804349-1624;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Incredibly small space for legs or bag, much better to get window seat K which has larger legroom area and side storage compartment
1612804346-1167;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 1;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_C.php;Excellent seat returning from China with my wife. Very private with top class cabin crew.
1612804349-1568;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A380-800 (388);https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A380_new.php;Got a Free Upgrade and was given this seat loads of room , No one to climb over when leaving saet But is a bit Tight if your on the Plump Side. the seat is a rear facing seat, due to it location there is noise from the galley ,We had seat 53d aswell this is an aisle seat but be warned air stewards have problems getting througt curtin and as a result my wife had a full glass of red wins spilt on her. the curtins are not easy to get througt tring to find the slit in them
1612804322-594;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-8 (788);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-8.php;"I appreciated the better air on this plane (higher humidity, more oxygen), but the incredible narrowness of the armrest (about 1.75 in) and seat made it a miserable flight. My non-aisle arm ached even before takeoff, and I was in agony for all 11 hours (delayed, as was the return flight). I'm 5'8"" and not overweight, but I had both my elbows jammed into my sides for the entire flight in each direction. (Seat 21D coming back was no better.) The armrest is so narrow that not only can you not share it, if you do get to use it you can't rotate your elbow normally, so your arm and wrist start to ache. Miserable. Cramming people in like this seems like cynical, callous opportunism on BA's part. I vowed to spring for premium economy next time but the prices are crazy so I can't afford the option. Praying for competitors on this route soon that use the 8-across configuration."
1612804319-279;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 787-9 (789);https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_787-9.php;The middle pod seat offers extra room, via a complete armrest, not offered in the aisle/window seat.  If you don't mind flying backwards (and I didn't) the extra room is worth it!
1612804331-717;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Three Class Layout 3;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200_3.php;Flew to Fort Lauderdale and back in this aircraft, September 2018, going premium ecomomy and back in club. The new upgrade in premium is very good including the new AV system and better recliner seating. Club class is similar to before but the White Company bedding makes sleeping much better. Again the AV in club, especially the screens are much improved
1612804343-1021;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 747-400 (744) Layout 2;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_747-400_D.php;Pretty good seat. Good amount of space, 2 windows and plenty of width. The only problem was that the tray table was a little difficult to open and close then the seat in front was fully reclined. The seat itself was not bad, if a little firm. One additional minor detail was that the remote for the IFE is stored in the armrest right by your leg so it was a little difficult to access and fairly easy to accidentally press a button if you weren't careful. Otherwise, the premium economy is well worth the upgrade if the price is right.
1612804340-964;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Although OK for a couple you still have the problem of having to climb over someone's feet to get out. Worst seating plan for business of any major airline. If you choose 1 aisle seat as a pair, one can get out easily but the other has a massive bulk head between the seats cutting you off from your partner and you have to put up with lying next to a complete stranger. Probably save money and go Premium Economy if have to fly BA.
1612804289-62;https://www.seatguru.com/airlines/British_Airways/information.php;Airbus A321 (321) International;https://www.seatguru.com/airlines/British_Airways/British_Airways_Airbus_A321_C.php;I loved the Club Europe setup on this plane.  The seat was very comfortable and the service was excellent for our London-Athens flight.  The only negative is that the footwell is very tight, so when you have the seat flat it seems a bit confining.  Overall though, I highly recommend this cabin on this plane.
1612804340-931;https://www.seatguru.com/airlines/British_Airways/information.php;Boeing 777-200 (772) Four Class;https://www.seatguru.com/airlines/British_Airways/British_Airways_Boeing_777-200.php;Not bad.  Could be wider.  I would not call this seat a true lay-flat.  It was fine for me because i like to lay with my upper half slightly raised.  Like a few others mentioned, the other seats in this cabin are situated so your neighbor may have to climb over your legs to get out.  15a exempt.
